study_hours,attendance_percentage,assignment_score,previous_exam_score,sleep_hours,class_participation,final_exam_score
13,91,80.8,74,8,86.4,68
11,64,65.2,66,8,60.8,61
16,91,92.8,94,9,86.4,70
27,75,62.4,54,7,71.2,66
26,62,56.0,52,8,58.9,67
21,75,72.0,70,7,71.2,69
11,84,69.0,59,6,79.8,64
19,65,78.2,87,9,61.8,65
22,97,79.6,68,5,92.1,75
21,63,63.0,63,7,59.8,63
9,97,79.6,68,6,92.1,69
15,88,71.8,61,8,83.6,68
20,73,68.2,65,6,69.4,66
23,76,77.2,78,6,72.2,66
7,90,91.8,93,7,85.5,66
19,84,75.0,69,9,79.8,68
21,87,74.4,66,6,82.6,65
25,76,83.8,89,6,72.2,70
24,80,62.6,51,5,76.0,68
23,100,79.0,65,6,95.0,70
15,69,71.4,73,8,65.6,61
9,77,78.8,80,7,73.1,61
18,72,63.6,58,7,68.4,64
26,91,79.6,72,10,86.4,71
28,91,83.2,78,4,86.4,72
24,72,74.4,76,10,68.4,66
23,63,72.6,79,9,59.8,63
22,60,73.8,83,7,57.0,62
17,77,72.2,69,8,73.1,65
19,76,62.2,53,6,72.2,66
30,100,71.8,53,7,95.0,72
14,79,87.4,93,10,75.0,68
30,70,78.4,84,6,66.5,70
18,96,91.2,88,7,91.2,70
28,80,89.6,96,6,76.0,73
12,84,86.4,88,6,79.8,67
24,64,76.6,85,6,60.8,65
16,75,79.8,83,5,71.2,65
12,98,77.0,63,7,93.1,65
21,84,92.4,98,7,79.8,70
26,74,75.8,77,6,70.3,66
15,85,70.6,61,4,80.8,65
11,96,74.4,60,7,91.2,68
19,71,83.0,91,7,67.4,66
19,80,69.8,63,10,76.0,65
23,98,70.4,52,7,93.1,71
26,67,69.4,71,8,63.6,65
20,89,90.2,91,6,84.6,70
31,85,76.6,71,9,80.8,69
21,87,88.8,90,6,82.6,71
18,74,84.2,91,8,70.3,67
10,73,85.0,93,8,69.4,64
18,87,82.2,79,8,82.6,82
18,69,78.6,85,10,65.6,66
26,77,68.6,63,6,73.1,66
23,68,60.2,55,9,64.6,65
13,60,70.2,77,9,57.0,61
21,99,70.2,51,7,94.0,72
24,77,74.6,73,10,73.1,70
29,99,72.6,55,7,94.0,71
25,66,59.4,55,7,62.7,84
25,83,89.6,94,7,78.8,72
20,68,76.4,82,5,64.6,67
22,92,86.0,82,8,87.4,72
27,91,78.4,70,8,86.4,70
12,65,68.6,71,7,61.8,62
18,96,77.4,65,10,91.2,71
15,68,70.4,72,6,64.6,62
22,85,81.4,79,4,80.8,68
27,99,75.0,59,10,94.0,74
16,95,75.8,63,9,90.2,68
6,98,84.2,75,8,93.1,64
18,74,71.0,69,6,70.3,65
25,64,80.2,91,8,60.8,66
23,68,81.8,91,5,64.6,68
23,80,72.2,67,7,76.0,67
18,92,80.6,73,6,87.4,67
12,66,85.8,99,7,62.7,63
23,86,89.0,91,8,81.7,71
15,73,65.8,61,5,69.4,63
33,74,68.0,64,8,70.3,66
23,86,66.8,54,7,81.7,67
17,79,82.0,84,8,75.0,66
16,92,76.4,66,7,87.4,70
19,66,72.6,77,8,62.7,64
19,92,89.6,88,6,87.4,71
27,63,80.4,92,4,59.8,68
21,68,66.8,66,5,64.6,64
16,86,71.6,62,6,81.7,66
31,94,92.8,92,5,89.3,72
20,70,69.4,69,9,66.5,66
25,73,83.8,91,7,69.4,70
16,81,66.6,57,8,77.0,66
22,68,84.8,96,8,64.6,68
22,92,81.2,74,7,87.4,70
9,91,71.8,59,10,86.4,64
32,66,72.6,77,10,62.7,71
28,79,88.0,94,9,75.0,72
18,91,77.8,69,6,86.4,71
13,73,64.6,59,9,69.4,63
22,85,81.4,79,4,80.8,68
21,62,80.0,92,9,58.9,63
22,84,67.2,56,4,79.8,66
21,66,57.6,52,7,62.7,63
23,93,69.0,53,9,88.4,72
29,74,66.8,62,8,70.3,70
23,71,58.4,50,5,67.4,65
14,94,80.2,71,7,89.3,67
28,62,75.8,85,8,58.9,66
30,76,82.0,86,7,72.2,69
39,75,79.2,82,6,71.2,73
13,71,67.4,65,8,67.4,66
21,96,90.6,87,9,91.2,70
8,90,83.4,79,7,85.5,68
23,63,81.0,93,9,59.8,65
17,89,80.0,74,7,84.6,67
32,81,67.8,59,6,77.0,71
15,96,87.6,82,9,91.2,70
10,73,64.0,58,9,69.4,61
17,83,92.0,98,6,78.8,69
8,80,83.0,85,6,76.0,63
25,80,84.8,88,10,76.0,67
8,78,81.6,84,7,74.1,65
20,68,60.2,55,7,64.6,63
8,90,79.8,73,7,85.5,67
18,78,81.0,83,9,74.1,66
30,98,75.8,61,10,93.1,72
22,70,78.4,84,7,66.5,68
15,87,89.4,91,10,82.6,67
20,98,77.6,64,6,93.1,72
20,87,70.8,60,7,82.6,66
23,95,94.4,94,8,90.2,73
12,93,67.2,50,6,88.4,71
24,74,67.4,63,8,70.3,65
4,84,75.6,70,6,79.8,65
16,66,76.8,84,5,62.7,65
17,81,92.4,100,4,77.0,68
24,69,69.0,69,7,65.6,70
20,90,94.2,97,8,85.5,68
12,81,73.2,68,5,77.0,62
14,76,81.4,85,7,72.2,66
21,71,63.2,58,7,67.4,65
20,100,83.8,73,7,95.0,71
17,63,81.6,94,6,59.8,61
17,62,64.4,66,7,58.9,63
24,69,60.6,55,7,65.6,67
17,99,85.2,76,8,94.0,70
19,99,82.8,72,5,94.0,73
33,86,71.0,61,7,81.7,72
11,95,95.0,95,5,90.2,69
9,69,75.6,80,7,65.6,61
25,99,79.8,67,5,94.0,71
16,66,86.4,100,6,62.7,64
18,64,59.8,57,7,60.8,61
15,64,80.8,92,6,60.8,63
18,83,70.4,62,9,78.8,65
30,91,73.6,62,9,86.4,73
25,75,75.0,75,8,71.2,68
25,99,89.4,83,8,94.0,72
12,77,81.8,85,7,73.1,62
13,66,57.0,51,9,62.7,63
3,79,70.0,64,7,75.0,58
15,87,84.6,83,10,82.6,68
26,93,93.6,94,6,88.4,74
23,78,81.0,83,5,74.1,68
19,84,71.4,63,5,79.8,67
20,71,73.4,75,5,67.4,65
16,86,83.6,82,5,81.7,63
21,99,73.8,57,7,94.0,71
25,62,71.0,77,8,58.9,62
10,95,82.4,74,7,90.2,66
22,82,73.0,67,5,77.9,65
26,70,76.6,81,6,66.5,66
18,98,88.4,82,8,93.1,71
24,79,91.0,99,6,75.0,68
37,73,71.8,71,6,69.4,72
19,67,73.0,77,5,63.6,66
22,70,62.8,58,6,66.5,66
16,93,83.4,77,6,88.4,67
21,85,65.2,52,7,80.8,71
23,97,73.0,57,8,92.1,72
21,69,63.0,59,7,65.6,64
14,65,75.2,82,7,61.8,60
21,60,70.8,78,8,57.0,64
29,80,86.0,90,5,76.0,70
23,100,83.8,73,10,95.0,72
26,88,79.6,74,6,83.6,68
19,72,63.6,58,8,68.4,62
24,95,90.2,87,5,90.2,68
22,91,66.4,50,7,86.4,72
14,61,67.0,71,7,58.0,60
22,93,72.6,59,9,88.4,72
14,72,82.2,89,7,68.4,65
16,66,76.8,84,9,62.7,63
21,69,78.6,85,7,65.6,66
22,79,65.8,57,10,75.0,65
13,77,80.6,83,4,73.1,65
26,72,79.8,85,8,68.4,67
23,67,56.8,50,4,63.6,65
16,90,75.6,66,7,85.5,67
11,100,72.4,54,9,95.0,66
19,91,86.8,84,9,86.4,71
17,72,65.4,61,8,68.4,64
21,70,65.8,63,7,66.5,61
18,69,60.0,54,8,65.6,65
8,65,70.4,74,10,61.8,61
18,82,64.0,52,7,77.9,64
18,84,88.8,92,8,79.8,69
24,88,65.8,51,6,83.6,71
16,87,66.6,53,9,82.6,70
30,72,78.0,82,8,68.4,70
9,73,86.8,96,6,69.4,62
28,87,91.8,95,8,82.6,73
19,74,62.0,54,8,70.3,66
25,69,66.0,64,8,65.6,66
20,75,75.6,76,7,71.2,66
27,71,59.0,51,9,67.4,66
18,64,71.2,76,6,60.8,65
13,93,80.4,72,7,88.4,67
29,94,85.0,79,7,89.3,76
19,69,85.2,96,9,65.6,66
21,63,63.6,64,6,59.8,63
27,90,85.2,82,7,85.5,71
14,68,69.8,71,6,64.6,63
24,76,73.6,72,7,72.2,67
16,63,74.4,82,8,59.8,63
19,69,86.4,98,5,65.6,66
20,92,92.6,93,9,87.4,72
11,92,86.0,82,8,87.4,70
15,68,71.0,73,6,64.6,62
28,73,71.8,71,6,69.4,69
25,65,79.4,89,9,61.8,66
20,63,61.8,61,8,59.8,64
21,100,87.4,79,6,95.0,70
18,86,79.4,75,6,81.7,67
28,82,82.0,82,8,77.9,71
19,91,71.8,59,8,86.4,69
21,94,88.6,85,8,89.3,70
27,92,85.4,81,7,87.4,70
15,61,59.8,59,8,58.0,61
29,67,70.0,72,7,63.6,65
11,86,84.8,84,6,81.7,67
30,75,87.0,95,9,71.2,70
18,99,73.2,56,8,94.0,67
19,87,64.8,50,6,82.6,68
9,98,74.0,58,7,93.1,69
17,68,86.6,99,7,64.6,65
14,95,90.8,88,6,90.2,68
16,73,77.8,81,7,69.4,67
19,100,74.2,57,6,95.0,70
26,66,69.0,71,8,62.7,68
21,81,84.0,86,7,77.0,69
22,92,93.8,95,5,87.4,70
13,77,72.2,69,7,73.1,67
15,79,91.6,100,6,75.0,70
31,99,73.8,57,4,94.0,74
16,77,72.2,69,7,73.1,63
30,84,90.0,94,9,79.8,72
19,62,74.0,82,7,58.9,62
20,94,92.2,91,8,89.3,71
26,86,91.4,95,7,81.7,68
28,76,75.4,75,6,72.2,72
19,61,61.6,62,6,58.0,64
18,84,84.6,85,5,79.8,64
20,61,71.2,78,8,58.0,63
22,60,77.4,89,8,57.0,66
25,85,79.6,76,7,80.8,71
20,68,81.8,91,4,64.6,70
24,68,84.2,95,8,64.6,67
30,86,86.6,87,6,81.7,73
22,62,77.0,87,7,58.9,64
22,73,76.6,79,5,69.4,65
11,66,70.8,74,7,62.7,62
4,83,92.6,99,7,78.8,64
22,86,83.6,82,4,81.7,67
19,89,90.8,92,9,84.6,74
17,70,73.0,75,7,66.5,63
21,64,72.4,78,7,60.8,64
20,63,75.0,83,8,59.8,64
27,77,82.4,86,7,73.1,70
21,98,82.4,72,8,93.1,71
16,69,68.4,68,5,65.6,63
26,70,65.2,62,7,66.5,66
19,64,68.2,71,4,60.8,65
23,84,70.2,61,7,79.8,70
17,87,77.4,71,9,82.6,65
16,86,90.8,94,5,81.7,68
21,94,97.0,99,6,89.3,72
20,79,79.0,79,4,75.0,67
23,65,60.2,57,7,61.8,65
18,72,71.4,71,8,68.4,66
9,86,82.4,80,8,81.7,67
17,85,75.4,69,6,80.8,65
25,81,68.4,60,4,77.0,68
18,87,71.4,61,5,82.6,68
19,85,78.4,74,9,80.8,69
26,95,74.6,61,8,90.2,71
16,83,70.4,62,7,78.8,64
11,91,92.8,94,7,86.4,65
19,70,81.4,89,5,66.5,64
17,87,66.6,53,9,82.6,67
14,96,78.0,66,6,91.2,70
19,75,76.2,77,8,71.2,66
23,91,68.2,53,5,86.4,70
20,89,86.0,84,7,84.6,70
22,62,66.2,69,9,58.9,64
31,83,75.2,70,6,78.8,71
18,65,63.8,63,8,61.8,63
22,99,79.8,67,5,94.0,72
17,92,92.6,93,6,87.4,72
15,64,79.0,89,7,60.8,61
16,65,84.2,97,8,61.8,63
17,84,84.6,85,7,79.8,67
22,74,77.0,79,8,70.3,67
34,61,62.2,63,9,58.0,65
16,82,82.6,83,6,77.9,64
18,76,87.4,95,5,72.2,69
20,64,57.4,53,6,60.8,65
22,92,80.0,72,9,87.4,71
22,97,73.0,57,6,92.1,70
28,90,90.6,91,9,85.5,98
5,93,85.8,81,7,88.4,65
6,69,84.0,94,10,65.6,63
17,71,60.2,53,10,67.4,61
27,68,84.2,95,9,64.6,67
11,91,68.2,53,5,86.4,64
2,98,77.6,64,4,93.1,65
23,89,70.4,58,7,84.6,73
21,95,72.2,57,8,90.2,69
13,86,69.8,59,8,81.7,67
14,76,74.8,74,6,72.2,63
14,77,84.2,89,5,73.1,67
21,63,82.2,95,8,59.8,66
16,61,71.2,78,10,58.0,64
23,88,70.0,58,6,83.6,68
3,78,63.6,54,8,74.1,61
15,82,77.8,75,10,77.9,66
13,82,85.6,88,7,77.9,65
18,71,77.0,81,7,67.4,65
17,79,79.0,79,8,75.0,67
25,79,62.8,52,7,75.0,68
9,76,73.0,71,9,72.2,63
20,93,84.0,78,6,88.4,70
23,78,79.2,80,7,74.1,68
31,84,63.6,50,5,79.8,69
17,96,74.4,60,7,91.2,67
22,95,96.2,97,5,90.2,69
9,96,83.4,75,8,91.2,65
6,71,79.4,85,5,67.4,61
25,61,63.4,65,8,58.0,65
20,70,75.4,79,6,66.5,67
27,71,69.2,68,10,67.4,66
12,96,77.4,65,9,91.2,69
23,86,77.0,71,8,81.7,71
31,63,69.0,73,5,59.8,68
23,65,66.2,67,6,61.8,65
22,66,64.2,63,6,62.7,64
20,85,82.6,81,6,80.8,68
11,89,77.0,69,9,84.6,64
28,94,73.6,60,7,89.3,71
16,98,92.0,88,6,93.1,70
23,68,78.8,86,6,64.6,68
11,72,85.2,94,6,68.4,63
13,70,74.8,78,8,66.5,61
29,74,68.0,64,5,70.3,66
18,97,94.6,93,7,92.1,75
29,83,71.6,64,8,78.8,71
20,90,85.8,83,4,85.5,69
9,80,68.0,60,5,76.0,62
25,61,73.0,81,7,58.0,65
16,63,80.4,92,9,59.8,61
24,82,79.0,77,9,77.9,69
20,89,80.0,74,6,84.6,66
11,69,87.6,100,9,65.6,64
21,89,66.2,51,7,84.6,69
33,92,77.0,67,7,87.4,78
23,76,88.0,96,7,72.2,68
20,90,85.2,82,8,85.5,70
26,76,76.6,77,6,72.2,68
21,87,84.0,82,6,82.6,68
21,91,76.0,66,5,86.4,69
13,100,72.4,54,8,95.0,68
21,74,68.0,64,8,70.3,80
26,76,70.6,67,8,72.2,67
15,67,71.2,74,5,63.6,64
29,68,69.2,70,6,64.6,64
19,88,80.8,76,9,83.6,68
15,97,74.8,60,7,92.1,67
26,76,65.8,59,7,72.2,65
18,67,67.6,68,7,63.6,66
25,71,72.8,74,8,67.4,67
18,78,71.4,67,7,74.1,64
20,72,76.2,79,6,68.4,66
23,69,67.2,66,8,65.6,63
22,89,71.0,59,5,84.6,71
8,60,79.8,93,9,57.0,62
13,82,68.8,60,6,77.9,64
26,92,95.6,98,8,87.4,72
19,71,87.8,99,7,67.4,65
17,84,84.6,85,6,79.8,67
12,87,79.8,75,9,82.6,65
14,86,88.4,90,8,81.7,63
8,78,87.6,94,7,74.1,65
19,74,80.6,85,10,70.3,67
16,93,70.2,55,8,88.4,67
14,90,66.0,50,6,85.5,65
20,73,65.2,60,4,69.4,64
22,64,61.0,59,7,60.8,64
33,63,60.6,59,9,59.8,69
11,64,70.6,75,8,60.8,60
27,83,78.8,76,9,78.8,70
26,62,76.4,86,6,58.9,66
15,73,65.2,60,7,69.4,66
21,90,69.0,55,7,85.5,68
17,72,78.6,83,7,68.4,62
21,91,80.8,74,8,86.4,70
29,90,85.8,83,9,85.5,72
24,70,69.4,69,10,66.5,64
23,89,88.4,88,9,84.6,71
17,90,86.4,84,8,85.5,67
11,76,80.2,83,6,72.2,64
19,68,57.8,51,7,64.6,64
27,81,88.2,93,8,77.0,72
11,97,80.2,69,7,92.1,66
14,86,68.6,57,6,81.7,68
21,67,79.6,88,6,63.6,95
14,87,79.2,74,8,82.6,64
15,77,62.0,52,7,73.1,64
17,84,87.0,89,7,79.8,68
12,89,78.8,72,7,84.6,67
14,81,85.2,88,6,77.0,67
24,93,90.0,88,7,88.4,71
12,89,68.6,55,6,84.6,63
10,85,82.6,81,6,80.8,66
16,66,67.2,68,5,62.7,65
24,93,83.4,77,7,88.4,68
19,97,71.2,54,8,92.1,68
17,65,73.4,79,9,61.8,62
20,80,85.4,89,5,76.0,67
10,70,87.4,99,9,66.5,65
23,90,75.6,66,7,85.5,71
22,89,70.4,58,5,84.6,71
18,66,67.2,68,6,62.7,61
26,95,68.6,51,4,90.2,70
13,67,68.8,70,5,63.6,60
27,92,94.4,96,10,87.4,70
21,78,67.2,60,6,74.1,67
18,73,73.6,74,8,69.4,66
20,66,73.8,79,7,62.7,63
19,67,62.2,59,7,63.6,65
27,86,74.6,67,8,81.7,75
14,82,90.4,96,4,77.9,66
15,65,65.0,65,9,61.8,61
26,65,75.2,82,7,61.8,65
16,63,59.4,57,6,59.8,61
25,90,85.8,83,8,85.5,73
30,88,73.6,64,6,83.6,73
18,62,62.0,62,7,58.9,63
24,82,66.4,56,7,77.9,67
13,63,56.4,52,8,59.8,62
25,96,97.2,98,7,91.2,71
21,96,81.0,71,5,91.2,70
23,88,88.6,89,8,83.6,70
16,97,96.4,96,7,92.1,69
10,92,72.8,60,4,87.4,66
23,93,93.0,93,7,88.4,72
8,83,84.2,85,6,78.8,63
18,72,76.2,79,8,68.4,65
26,69,81.6,90,6,65.6,71
21,73,62.8,56,5,69.4,66
32,85,71.8,63,9,80.8,69
26,67,61.0,57,8,63.6,62
16,70,85.0,95,7,66.5,66
20,79,64.6,55,8,75.0,66
20,69,87.0,99,8,65.6,64
11,84,66.6,55,7,79.8,63
14,97,88.6,83,5,92.1,68
17,90,85.8,83,7,85.5,68
8,87,93.0,97,9,82.6,67
20,83,72.8,66,8,78.8,67
19,80,72.2,67,7,76.0,68
10,67,82.0,92,8,63.6,65
22,96,97.8,99,7,91.2,74
24,70,59.2,52,9,66.5,85
21,64,74.8,82,9,60.8,64
18,90,73.2,62,5,85.5,67
24,67,78.4,86,9,63.6,68
24,75,83.4,89,10,71.2,67
22,61,77.2,88,8,58.0,65
15,65,69.2,72,8,61.8,63
22,67,61.6,58,6,63.6,64
27,62,72.2,79,6,58.9,62
16,86,87.8,89,7,81.7,68
33,93,94.8,96,6,88.4,75
17,75,73.8,73,5,71.2,63
20,95,75.2,62,7,90.2,68
16,69,61.2,56,8,65.6,63
21,73,83.2,90,5,69.4,68
10,66,72.6,77,7,62.7,62
17,85,84.4,84,7,80.8,67
13,77,65.6,58,7,73.1,66
21,85,64.0,50,8,80.8,65
26,90,94.8,98,8,85.5,69
24,82,87.4,91,6,77.9,70
6,85,76.0,70,9,80.8,64
32,97,82.6,73,8,92.1,75
22,72,86.4,96,9,68.4,66
15,74,65.6,60,7,70.3,62
21,89,89.6,90,7,84.6,70
21,84,64.2,51,7,79.8,68
16,67,83.2,94,9,63.6,66
21,75,77.4,79,7,71.2,65
16,79,76.0,74,7,75.0,68
18,77,81.8,85,10,73.1,68
16,67,58.6,53,5,63.6,62
11,97,74.8,60,8,92.1,66
21,90,78.0,70,7,85.5,68
24,79,80.2,81,7,75.0,69
23,87,69.0,57,6,82.6,67
25,96,79.8,69,6,91.2,74
22,65,63.8,63,6,61.8,61
17,70,77.2,82,8,66.5,64
25,82,90.4,96,8,77.9,69
12,92,71.6,58,4,87.4,66
15,61,59.8,59,5,58.0,61
14,99,87.6,80,8,94.0,71
26,78,75.0,73,8,74.1,71
26,74,81.2,86,5,70.3,69
23,72,67.2,64,8,68.4,66
26,67,73.0,77,7,63.6,64
15,92,78.2,69,8,87.4,68
22,98,77.6,64,6,93.1,71
19,77,82.4,86,5,73.1,66
25,98,93.2,90,7,93.1,94
19,93,76.8,66,7,88.4,68
18,79,80.2,81,7,75.0,66
23,87,70.2,59,6,82.6,70
25,77,84.8,90,10,73.1,68
16,82,71.2,64,4,77.9,65
20,62,60.2,59,6,58.9,64
14,88,93.4,97,6,83.6,69
5,62,67.4,71,7,58.9,59
21,93,86.4,82,8,88.4,70
24,93,91.2,90,8,88.4,72
22,69,78.0,84,9,65.6,64
8,73,76.0,78,8,69.4,63
18,79,73.0,69,4,75.0,67
7,84,91.2,96,5,79.8,62
28,71,62.6,57,9,67.4,69
13,84,90.0,94,9,79.8,66
28,72,79.8,85,8,68.4,66
26,62,72.2,79,6,58.9,63
15,60,63.6,66,7,57.0,62
13,64,59.8,57,6,60.8,58
22,92,80.0,72,5,87.4,67
15,98,92.6,89,7,93.1,68
21,77,83.0,87,10,73.1,67
17,81,81.6,82,6,77.0,67
9,66,86.4,100,9,62.7,62
7,82,92.2,99,6,77.9,66
21,66,68.4,70,5,62.7,65
17,84,69.6,60,8,79.8,67
17,97,82.6,73,7,92.1,69
24,68,82.4,92,9,64.6,67
27,91,80.2,73,9,86.4,69
18,61,64.6,67,7,58.0,62
18,75,82.2,87,9,71.2,67
23,64,75.4,83,6,60.8,63
12,74,88.4,98,6,70.3,65
21,67,73.0,77,9,63.6,66
23,75,88.8,98,5,71.2,71
24,77,69.8,65,7,73.1,70
8,72,84.6,93,9,68.4,68
15,86,75.2,68,9,81.7,67
15,97,92.8,90,6,92.1,71
21,76,88.0,96,9,72.2,65
23,68,75.8,81,5,64.6,64
29,71,80.0,86,6,67.4,69
17,94,96.4,98,7,89.3,68
17,83,74.6,69,8,78.8,67
27,78,76.8,76,5,74.1,71
22,66,83.4,95,10,62.7,64
28,78,81.6,84,4,74.1,69
22,71,84.8,94,7,67.4,68
13,98,87.8,81,7,93.1,69
12,95,90.2,87,4,90.2,67
11,63,55.8,51,9,59.8,58
24,81,72.6,67,6,77.0,66
27,69,81.0,89,7,65.6,69
31,76,72.4,70,7,72.2,70
25,95,78.8,68,5,90.2,70
27,81,91.2,98,5,77.0,70
17,73,76.0,78,9,69.4,66
13,68,63.2,60,7,64.6,61
25,92,81.2,74,4,87.4,71
23,85,79.6,76,7,80.8,69
21,79,91.0,99,7,75.0,69
22,69,79.2,86,7,65.6,65
22,73,74.8,76,4,69.4,69
28,98,82.4,72,7,93.1,74
28,81,90.0,96,6,77.0,71
23,76,79.6,82,7,72.2,68
25,81,73.2,68,8,77.0,69
23,91,80.2,73,8,86.4,68
17,74,68.0,64,9,70.3,63
25,67,85.6,98,10,63.6,68
12,83,84.2,85,5,78.8,67
26,87,76.8,70,6,82.6,71
13,89,71.0,59,8,84.6,66
22,95,73.4,59,7,90.2,69
15,75,74.4,74,4,71.2,68
23,63,69.0,73,7,59.8,63
20,98,81.8,71,9,93.1,69
10,77,86.6,93,5,73.1,66
23,85,93.4,99,7,80.8,71
17,87,75.6,68,4,82.6,68
25,82,71.8,65,8,77.9,69
20,68,80.6,89,7,64.6,65
22,90,79.2,72,6,85.5,68
14,92,73.4,61,6,87.4,67
16,82,68.2,59,5,77.9,65
17,80,70.4,64,9,76.0,65
25,65,56.0,50,6,61.8,64
30,63,83.4,97,8,59.8,69
15,74,72.8,72,6,70.3,64
26,72,61.2,54,10,68.4,66
7,98,74.0,58,9,93.1,65
13,91,76.0,66,10,86.4,69
14,86,81.2,78,10,81.7,66
12,81,83.4,85,6,77.0,64
10,67,65.8,65,6,63.6,61
22,99,98.4,98,10,94.0,72
19,75,82.8,88,7,71.2,67
22,64,80.2,91,8,60.8,63
24,80,71.6,66,6,76.0,69
22,95,79.4,69,6,90.2,70
24,95,84.2,77,8,90.2,71
20,60,67.8,73,4,57.0,60
13,95,75.8,63,8,90.2,70
26,71,88.4,100,8,67.4,69
16,62,80.0,92,6,58.9,63
14,94,74.8,62,7,89.3,69
19,95,95.0,95,7,90.2,71
15,84,81.0,79,7,79.8,68
17,83,63.8,51,8,78.8,64
22,93,77.4,67,6,88.4,68
22,91,67.0,51,10,86.4,69
15,96,70.8,54,7,91.2,65
17,82,68.2,59,7,77.9,68
26,99,84.0,74,10,94.0,74
23,100,81.4,69,4,95.0,72
32,65,60.2,57,10,61.8,67
27,94,79.6,70,7,89.3,73
27,80,71.0,65,6,76.0,68
12,76,73.0,71,5,72.2,61
25,85,69.4,59,5,80.8,70
20,62,72.8,80,6,58.9,62
17,80,63.2,52,7,76.0,67
21,95,79.4,69,8,90.2,69
26,69,84.6,95,7,65.6,93
23,77,73.4,71,6,73.1,68
15,98,82.4,72,9,93.1,69
24,77,62.6,53,10,73.1,68
16,74,77.6,80,9,70.3,64
21,78,89.4,97,6,74.1,69
18,81,71.4,65,8,77.0,66
19,85,76.0,70,8,80.8,68
25,92,84.2,79,9,87.4,72
14,78,64.2,55,6,74.1,63
32,93,96.0,98,6,88.4,73
9,81,76.2,73,9,77.0,65
16,74,63.2,56,8,70.3,65
22,86,74.6,67,5,81.7,68
24,89,77.0,69,8,84.6,70
19,82,73.0,67,10,77.9,65
20,62,75.8,85,6,58.9,66
22,67,67.0,67,6,63.6,66
19,71,68.0,66,7,67.4,65
28,71,68.0,66,8,67.4,69
25,87,88.2,89,7,82.6,69
25,61,63.4,65,9,58.0,64
14,90,66.6,51,7,85.5,66
20,71,69.2,68,9,67.4,63
18,72,67.2,64,6,68.4,68
14,81,89.4,95,5,77.0,68
22,69,72.0,74,6,65.6,65
17,95,75.2,62,5,90.2,69
24,63,84.6,99,8,59.8,66
14,78,68.4,62,4,74.1,63
30,94,90.4,88,6,89.3,72
15,85,83.2,82,7,80.8,67
21,72,72.6,73,5,68.4,67
25,77,72.8,70,7,73.1,68
17,88,91.6,94,7,83.6,71
25,99,84.0,74,9,94.0,73
13,96,79.8,69,5,91.2,68
29,74,70.4,68,8,70.3,69
20,100,78.4,64,8,95.0,69
16,60,66.0,70,7,57.0,63
18,61,58.0,56,6,58.0,62
25,93,69.0,53,5,88.4,70
16,68,73.4,77,10,64.6,66
16,62,68.6,73,7,58.9,62
19,69,63.0,59,7,65.6,64
13,77,63.8,55,10,73.1,63
31,89,69.8,57,7,84.6,71
17,85,73.6,66,10,80.8,67
25,70,71.8,73,5,66.5,67
21,80,68.0,60,7,76.0,67
14,97,91.6,88,5,92.1,71
20,93,73.2,60,7,88.4,69
25,73,62.8,56,7,69.4,93
19,99,99.6,100,6,94.0,72
27,88,78.4,72,7,83.6,71
26,62,60.2,59,6,58.9,63
26,61,81.4,95,7,58.0,65
17,67,64.0,62,6,63.6,61
14,89,93.2,96,9,84.6,66
16,67,60.4,56,5,63.6,61
21,80,87.2,92,7,76.0,67
23,64,61.0,59,5,60.8,64
7,97,97.0,97,6,92.1,69
20,74,77.0,79,6,70.3,64
21,96,73.8,59,7,91.2,70
18,98,94.4,92,7,93.1,73
28,60,66.0,70,5,57.0,63
23,79,83.8,87,6,75.0,68
28,61,73.6,82,6,58.0,64
19,96,90.0,86,5,91.2,69
26,81,72.6,67,9,77.0,69
30,63,83.4,97,5,59.8,67
28,64,72.4,78,7,60.8,69
13,75,62.4,54,10,71.2,62
18,98,71.0,53,9,93.1,66
18,88,87.4,87,8,83.6,68
23,95,93.2,92,7,90.2,71
24,75,81.0,85,8,71.2,66
15,62,63.2,64,8,58.9,62
20,99,76.2,61,9,94.0,68
8,61,71.2,78,7,58.0,59
29,98,75.2,60,9,93.1,70
17,75,71.4,69,7,71.2,66
20,60,72.6,81,10,57.0,65
18,88,73.6,64,7,83.6,66
27,99,81.0,69,5,94.0,73
3,99,80.4,68,7,94.0,65
20,66,70.2,73,8,62.7,65
19,67,77.2,84,9,63.6,64
17,83,86.6,89,6,78.8,69
30,85,83.8,83,4,80.8,74
15,90,66.6,51,8,85.5,68
25,67,83.8,95,8,63.6,65
22,98,86.6,79,5,93.1,72
28,86,92.0,96,7,81.7,71
16,94,96.4,98,7,89.3,69
16,82,76.6,73,8,77.9,67
27,77,88.4,96,6,73.1,71
23,99,80.4,68,6,94.0,68
11,83,71.0,63,7,78.8,63
17,95,70.4,54,5,90.2,69
22,98,83.0,73,10,93.1,68
25,87,85.2,84,8,82.6,73
16,82,92.2,99,6,77.9,69
3,60,69.6,76,5,57.0,58
23,62,77.0,87,5,58.9,65
13,68,84.2,95,8,64.6,63
8,67,73.0,77,5,63.6,59
3,70,62.8,58,7,66.5,58
25,72,84.0,92,4,68.4,66
21,74,77.0,79,8,70.3,67
19,77,83.6,88,8,73.1,67
28,64,75.4,83,7,60.8,67
24,62,56.6,53,7,58.9,65
30,87,69.6,58,8,82.6,71
12,81,70.8,64,7,77.0,66
